Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
,Saudi Arabia,24.0,45.0,3/13/20,86,0
,Senegal,14.4974,-14.4524,3/13/20,10,0
,Serbia,44.0165,21.0059,3/13/20,35,0
,Seychelles,-4.6796,55.492,3/13/20,0,0
,Singapore,1.2833,103.8333,3/13/20,200,0
,Slovakia,48.669,19.699,3/13/20,32,0
,Slovenia,46.1512,14.9955,3/13/20,141,0
,Somalia,5.1521,46.1996,3/13/20,0,0
,South Africa,-30.5595,22.9375,3/13/20,24,0
,Spain,40.0,-4.0,3/13/20,5232,133
,Sri Lanka,7.0,81.0,3/13/20,6,0
,Sudan,12.8628,30.2176,3/13/20,1,1
,Suriname,3.9193,-56.0278,3/13/20,0,0
,Sweden,63.0,16.0,3/13/20,814,1
,Switzerland,46.8182,8.2275,3/13/20,1139,11
,Taiwan*,23.7,121.0,3/13/20,50,1
,Tanzania,-6.369,34.8888,3/13/20,0,0
,Thailand,15.0,101.0,3/13/20,75,1
,Togo,8.6195,0.8248,3/13/20,1,0
,Trinidad and Tobago,10.6918,-61.2225,3/13/20,0,0
,Tunisia,34.0,9.0,3/13/20,16,0
,Turkey,38.9637,35.2433,3/13/20,5,0
,Uganda,1.0,32.0,3/13/20,0,0
,Ukraine,48.3794,31.1656,3/13/20,3,1
,United Arab Emirates,24.0,54.0,3/13/20,85,0
Bermuda,United Kingdom,32.3078,-64.7505,3/13/20,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/13/20,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,3/13/20,2,0
Gibraltar,United Kingdom,36.1408,-5.3536,3/13/20,1,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/13/20,0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/13/20,0,0
,United Kingdom,55.3781,-3.4360000000000004,3/13/20,798,8
,Uruguay,-32.5228,-55.7658,3/13/20,0,0
,US,37.0902,-95.7129,3/13/20,2179,47
,Uzbekistan,41.3775,64.5853,3/13/20,0,0
,Venezuela,6.4238,-66.5897,3/13/20,0,0
,Vietnam,16.0,108.0,3/13/20,47,0
,Zambia,-15.4167,28.2833,3/13/20,0,0
,Zimbabwe,-20.0,30.0,3/13/20,0,0
Diamond Princess,Canada,0.0,0.0,3/13/20,0,0
,Dominica,15.415,-61.371,3/13/20,0,0
,Grenada,12.1165,-61.679,3/13/20,0,0
,Mozambique,-18.665695,35.529562,3/13/20,0,0
,Syria,34.802075,38.99681500000001,3/13/20,0,0
,Timor-Leste,-8.874217,125.727539,3/13/20,0,0
,Belize,13.1939,-59.5432,3/13/20,0,0
,Laos,19.85627,102.495496,3/13/20,0,0
,Libya,26.3351,17.228331,3/13/20,0,0
,West Bank and Gaza,31.9522,35.2332,3/13/20,31,0
,Guinea-Bissau,11.8037,-15.1804,3/13/20,0,0
,Mali,17.570692,-3.996166000000001,3/13/20,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,3/13/20,0,0
,Afghanistan,33.0,65.0,3/14/20,11,0
,Albania,41.1533,20.1683,3/14/20,38,1
,Algeria,28.0339,1.6596,3/14/20,37,3
,Andorra,42.5063,1.5218,3/14/20,1,0
,Angola,-11.2027,17.8739,3/14/20,0,0
,Antigua and Barbuda,17.0608,-61.7964,3/14/20,1,0
,Argentina,-38.4161,-63.6167,3/14/20,34,2
,Armenia,40.0691,45.0382,3/14/20,18,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/14/20,1,0
New South Wales,Australia,-33.8688,151.2093,3/14/20,112,2
Northern Territory,Australia,-12.4634,130.8456,3/14/20,1,0
Queensland,Australia,-28.0167,153.4,3/14/20,46,0
South Australia,Australia,-34.9285,138.6007,3/14/20,19,0
Tasmania,Australia,-41.4545,145.9707,3/14/20,5,0
Victoria,Australia,-37.8136,144.9631,3/14/20,49,0
Western Australia,Australia,-31.9505,115.8605,3/14/20,17,1
,Austria,47.5162,14.5501,3/14/20,655,1
,Azerbaijan,40.1431,47.5769,3/14/20,15,1
,Bahamas,25.0343,-77.3963,3/14/20,0,0
,Bahrain,26.0275,50.55,3/14/20,210,0
,Bangladesh,23.685,90.3563,3/14/20,3,0
,Barbados,13.1939,-59.5432,3/14/20,0,0
,Belarus,53.7098,27.9534,3/14/20,27,0
,Belgium,50.8333,4.0,3/14/20,689,4
,Benin,9.3077,2.3158,3/14/20,0,0
,Bhutan,27.5142,90.4336,3/14/20,1,0
,Bolivia,-16.2902,-63.5887,3/14/20,10,0
,Bosnia and Herzegovina,43.9159,17.6791,3/14/20,18,0
,Brazil,-14.235,-51.9253,3/14/20,151,0
,Brunei,4.5353,114.7277,3/14/20,40,0
,Bulgaria,42.7339,25.4858,3/14/20,41,2
,Burkina Faso,12.2383,-1.5616,3/14/20,2,0
,Cabo Verde,16.5388,-23.0418,3/14/20,0,0
,Cambodia,11.55,104.9167,3/14/20,7,0
,Cameroon,3.848,11.5021,3/14/20,2,0
Alberta,Canada,53.9333,-116.5765,3/14/20,29,0
British Columbia,Canada,49.2827,-123.1207,3/14/20,64,1
Grand Princess,Canada,37.6489,-122.6655,3/14/20,2,0
Manitoba,Canada,53.7609,-98.8139,3/14/20,4,0
New Brunswick,Canada,46.5653,-66.4619,3/14/20,1,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/14/20,0,0
Nova Scotia,Canada,44.682,-63.7443,3/14/20,0,0
Ontario,Canada,51.2538,-85.3232,3/14/20,79,0
Prince Edward Island,Canada,46.5107,-63.4168,3/14/20,0,0
Quebec,Canada,52.9399,-73.5491,3/14/20,17,0
Saskatchewan,Canada,52.9399,-106.4509,3/14/20,2,0
,Central African Republic,6.6111,20.9394,3/14/20,0,0
,Chad,15.4542,18.7322,3/14/20,0,0
,Chile,-35.6751,-71.543,3/14/20,61,0
Anhui,China,31.8257,117.2264,3/14/20,990,6
Beijing,China,40.1824,116.4142,3/14/20,437,8
Chongqing,China,30.0572,107.874,3/14/20,576,6
Fujian,China,26.0789,117.9874,3/14/20,296,1
Gansu,China,37.8099,101.0583,3/14/20,129,2
Guangdong,China,23.3417,113.4244,3/14/20,1356,8
Guangxi,China,23.8298,108.7881,3/14/20,252,2
Guizhou,China,26.8154,106.8748,3/14/20,146,2
Hainan,China,19.1959,109.7453,3/14/20,168,6
Hebei,China,39.549,116.1306,3/14/20,318,6
Heilongjiang,China,47.862,127.7615,3/14/20,482,13
Henan,China,33.882,113.614,3/14/20,1273,22
Hong Kong,China,22.3,114.2,3/14/20,140,4
Hubei,China,30.9756,112.2707,3/14/20,67790,3075
Hunan,China,27.6104,111.7088,3/14/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/14/20,75,1
Jiangsu,China,32.9711,119.455,3/14/20,631,0
Jiangxi,China,27.614,115.7221,3/14/20,935,1
Jilin,China,43.6661,126.1923,3/14/20,93,1
Liaoning,China,41.2956,122.6085,3/14/20,125,1
Macau,China,22.1667,113.55,3/14/20,10,0
Ningxia,China,37.2692,106.1655,3/14/20,75,0
Qinghai,China,35.7452,95.9956,3/14/20,18,0
Shaanxi,China,35.1917,108.8701,3/14/20,245,2
Shandong,China,36.3427,118.1498,3/14/20,760,7
Shanghai,China,31.202,121.4491,3/14/20,353,3
Shanxi,China,37.5777,112.2922,3/14/20,133,0
Sichuan,China,30.6171,102.7103,3/14/20,539,3
Tianjin,China,39.3054,117.323,3/14/20,136,3
Tibet,China,31.6927,88.0924,3/14/20,1,0
Xinjiang,China,41.1129,85.2401,3/14/20,76,3
Yunnan,China,24.974,101.487,3/14/20,174,2
Zhejiang,China,29.1832,120.0934,3/14/20,1227,1
,Colombia,4.5709,-74.2973,3/14/20,22,0
,Congo (Brazzaville),-4.0383,21.7587,3/14/20,0,0
,Congo (Kinshasa),-4.0383,21.7587,3/14/20,2,0
,Costa Rica,9.7489,-83.7534,3/14/20,26,0
,Cote d'Ivoire,7.54,-5.5471,3/14/20,1,0
,Croatia,45.1,15.2,3/14/20,38,0
,Diamond Princess,0.0,0.0,3/14/20,706,7
,Cuba,22.0,-80.0,3/14/20,4,0
,Cyprus,35.1264,33.4299,3/14/20,26,0
,Czechia,49.8175,15.473,3/14/20,189,0
Faroe Islands,Denmark,61.8926,-6.9118,3/14/20,9,0
Greenland,Denmark,71.7069,-42.6043,3/14/20,0,0
,Denmark,56.2639,9.5018,3/14/20,827,1
,Djibouti,11.8251,42.5903,3/14/20,0,0
,Dominican Republic,18.7357,-70.1627,3/14/20,11,0
,Ecuador,-1.8312,-78.1834,3/14/20,28,2
,Egypt,26.0,30.0,3/14/20,109,2
,El Salvador,13.7942,-88.8965,3/14/20,0,0
,Equatorial Guinea,1.5,10.0,3/14/20,0,0
,Eritrea,15.1794,39.7823,3/14/20,0,0
,Estonia,58.5953,25.0136,3/14/20,115,0
,Eswatini,-26.5225,31.4659,3/14/20,1,0
,Ethiopia,9.145,40.4897,3/14/20,1,0
,Fiji,-17.7134,178.065,3/14/20,0,0
,Finland,64.0,26.0,3/14/20,225,0
French Guiana,France,3.9339,-53.1258,3/14/20,5,0
French Polynesia,France,-17.6797,149.4068,3/14/20,3,0
Guadeloupe,France,16.25,-61.5833,3/14/20,1,0
Mayotte,France,-12.8275,45.1662,3/14/20,0,0
New Caledonia,France,-20.9043,165.618,3/14/20,0,0
Reunion,France,-21.1351,55.2471,3/14/20,6,0
Saint Barthelemy,France,17.9,-62.8333,3/14/20,1,0
St Martin,France,18.0708,-63.0501,3/14/20,2,0
Martinique,France,14.6415,-61.0242,3/14/20,9,0
,France,46.2276,2.2137,3/14/20,4469,91
,Gabon,-0.8037,11.6094,3/14/20,1,0
,Gambia,13.4432,-15.3101,3/14/20,0,0
,Georgia,42.3154,43.3569,3/14/20,30,0
,Germany,51.0,9.0,3/14/20,4585,9
,Ghana,7.9465,-1.0232,3/14/20,3,0
,Greece,39.0742,21.8243,3/14/20,228,3
,Guatemala,15.7835,-90.2308,3/14/20,1,0
,Guinea,9.9456,-9.6966,3/14/20,1,0
,Guyana,5.0,-58.75,3/14/20,1,1
,Haiti,18.9712,-72.2852,3/14/20,0,0
,Holy See,41.9029,12.4534,3/14/20,1,0
,Honduras,15.2,-86.2419,3/14/20,2,0
,Hungary,47.1625,19.5033,3/14/20,30,0
,Iceland,64.9631,-19.0208,3/14/20,156,0
,India,21.0,78.0,3/14/20,102,2
,Indonesia,-0.7893,113.9213,3/14/20,96,5
,Iran,32.0,53.0,3/14/20,12729,611
,Iraq,33.0,44.0,3/14/20,110,10
,Ireland,53.1424,-7.6921,3/14/20,129,2
,Israel,31.0,35.0,3/14/20,155,0
,Italy,43.0,12.0,3/14/20,21157,1441
,Jamaica,18.1096,-77.2975,3/14/20,8,0
,Japan,36.0,138.0,3/14/20,773,22
,Jordan,31.24,36.51,3/14/20,1,0
,Kazakhstan,48.0196,66.9237,3/14/20,6,0
,Kenya,-0.0236,37.9062,3/14/20,1,0
,South Korea,36.0,128.0,3/14/20,8086,72
,Kuwait,29.5,47.75,3/14/20,104,0
,Kyrgyzstan,41.2044,74.7661,3/14/20,0,0
,Latvia,56.8796,24.6032,3/14/20,26,0
,Lebanon,33.8547,35.8623,3/14/20,93,3
,Liberia,6.4281,-9.4295,3/14/20,0,0
,Liechtenstein,47.14,9.55,3/14/20,4,0
,Lithuania,55.1694,23.8813,3/14/20,8,0
,Luxembourg,49.8153,6.1296,3/14/20,51,1
,Madagascar,-18.7669,46.8691,3/14/20,0,0
,Malaysia,2.5,112.5,3/14/20,238,0
,Maldives,3.2028,73.2207,3/14/20,10,0
,Malta,35.9375,14.3754,3/14/20,18,0
,Mauritania,21.0079,10.9408,3/14/20,1,0
,Mauritius,-20.2,57.5,3/14/20,0,0
,Mexico,23.6345,-102.5528,3/14/20,26,0
,Moldova,47.4116,28.3699,3/14/20,12,0
,Monaco,43.7333,7.4167,3/14/20,2,0
,Mongolia,46.8625,103.8467,3/14/20,1,0
,Montenegro,42.5,19.3,3/14/20,0,0
,Morocco,31.7917,-7.0926,3/14/20,17,1
,Namibia,-22.9576,18.4904,3/14/20,2,0
,Nepal,28.1667,84.25,3/14/20,1,0
Aruba,Netherlands,12.5186,-70.0358,3/14/20,2,0
Curacao,Netherlands,12.1696,-68.99,3/14/20,1,0
Sint Maarten,Netherlands,18.0425,-63.0548,3/14/20,0,0
,Netherlands,52.1326,5.2913,3/14/20,959,12
,New Zealand,-40.9006,174.886,3/14/20,6,0
,Nicaragua,12.8654,-85.2072,3/14/20,0,0
,Niger,17.6078,8.0817,3/14/20,0,0
,Nigeria,9.082,8.6753,3/14/20,2,0
,North Macedonia,41.6086,21.7453,3/14/20,14,0
,Norway,60.472,8.4689,3/14/20,1090,3
,Oman,21.0,57.0,3/14/20,19,0
,Pakistan,30.3753,69.3451,3/14/20,31,0
,Panama,8.538,-80.7821,3/14/20,36,1
,Papua New Guinea,-6.315,143.9555,3/14/20,0,0
,Paraguay,-23.4425,-58.4438,3/14/20,6,0
,Peru,-9.19,-75.0152,3/14/20,38,0
,Philippines,13.0,122.0,3/14/20,111,8
,Poland,51.9194,19.1451,3/14/20,103,3
,Portugal,39.3999,-8.2245,3/14/20,169,0
,Qatar,25.3548,51.1839,3/14/20,337,0
,Romania,45.9432,24.9668,3/14/20,123,0
,Russia,60.0,90.0,3/14/20,59,0
,Rwanda,-1.9403,29.8739,3/14/20,1,0
,Saint Lucia,13.9094,-60.9789,3/14/20,1,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/14/20,1,0
,San Marino,43.9424,12.4578,3/14/20,80,5
,Saudi Arabia,24.0,45.0,3/14/20,103,0
,Senegal,14.4974,-14.4524,3/14/20,10,0
,Serbia,44.0165,21.0059,3/14/20,46,0
,Seychelles,-4.6796,55.492,3/14/20,2,0
,Singapore,1.2833,103.8333,3/14/20,212,0
,Slovakia,48.669,19.699,3/14/20,44,0
,Slovenia,46.1512,14.9955,3/14/20,181,1
,Somalia,5.1521,46.1996,3/14/20,0,0
,South Africa,-30.5595,22.9375,3/14/20,38,0
,Spain,40.0,-4.0,3/14/20,6391,195
,Sri Lanka,7.0,81.0,3/14/20,10,0
,Sudan,12.8628,30.2176,3/14/20,1,1
,Suriname,3.9193,-56.0278,3/14/20,1,0
,Sweden,63.0,16.0,3/14/20,961,2
,Switzerland,46.8182,8.2275,3/14/20,1359,13
,Taiwan*,23.7,121.0,3/14/20,53,1
,Tanzania,-6.369,34.8888,3/14/20,0,0
,Thailand,15.0,101.0,3/14/20,82,1
,Togo,8.6195,0.8248,3/14/20,1,0
,Trinidad and Tobago,10.6918,-61.2225,3/14/20,2,0
,Tunisia,34.0,9.0,3/14/20,18,0
,Turkey,38.9637,35.2433,3/14/20,5,0
,Uganda,1.0,32.0,3/14/20,0,0
,Ukraine,48.3794,31.1656,3/14/20,3,1
,United Arab Emirates,24.0,54.0,3/14/20,85,0
Bermuda,United Kingdom,32.3078,-64.7505,3/14/20,0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/14/20,1,0
Channel Islands,United Kingdom,49.3723,-2.3644,3/14/20,2,0
Gibraltar,United Kingdom,36.1408,-5.3536,3/14/20,1,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/14/20,0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/14/20,0,0
,United Kingdom,55.3781,-3.4360000000000004,3/14/20,1140,21
,Uruguay,-32.5228,-55.7658,3/14/20,4,0
,US,37.0902,-95.7129,3/14/20,2727,54
,Uzbekistan,41.3775,64.5853,3/14/20,0,0
,Venezuela,6.4238,-66.5897,3/14/20,2,0
,Vietnam,16.0,108.0,3/14/20,53,0
,Zambia,-15.4167,28.2833,3/14/20,0,0
,Zimbabwe,-20.0,30.0,3/14/20,0,0
Diamond Princess,Canada,0.0,0.0,3/14/20,0,0
,Dominica,15.415,-61.371,3/14/20,0,0
,Grenada,12.1165,-61.679,3/14/20,0,0
,Mozambique,-18.665695,35.529562,3/14/20,0,0
,Syria,34.802075,38.99681500000001,3/14/20,0,0
,Timor-Leste,-8.874217,125.727539,3/14/20,0,0
,Belize,13.1939,-59.5432,3/14/20,0,0
,Laos,19.85627,102.495496,3/14/20,0,0
,Libya,26.3351,17.228331,3/14/20,0,0
,West Bank and Gaza,31.9522,35.2332,3/14/20,35,0
,Guinea-Bissau,11.8037,-15.1804,3/14/20,0,0
,Mali,17.570692,-3.996166000000001,3/14/20,0,0
,Saint Kitts and Nevis,17.357822,-62.782998,3/14/20,0,0
,Afghanistan,33.0,65.0,3/15/20,16,0
,Albania,41.1533,20.1683,3/15/20,42,1
,Algeria,28.0339,1.6596,3/15/20,48,4
,Andorra,42.5063,1.5218,3/15/20,1,0
,Angola,-11.2027,17.8739,3/15/20,0,0
,Antigua and Barbuda,17.0608,-61.7964,3/15/20,1,0
,Argentina,-38.4161,-63.6167,3/15/20,45,2
,Armenia,40.0691,45.0382,3/15/20,26,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/15/20,1,0
New South Wales,Australia,-33.8688,151.2093,3/15/20,134,2
Northern Territory,Australia,-12.4634,130.8456,3/15/20,1,0
Queensland,Australia,-28.0167,153.4,3/15/20,61,0
South Australia,Australia,-34.9285,138.6007,3/15/20,20,0
Tasmania,Australia,-41.4545,145.9707,3/15/20,6,0
Victoria,Australia,-37.8136,144.9631,3/15/20,57,0
Western Australia,Australia,-31.9505,115.8605,3/15/20,17,1
,Austria,47.5162,14.5501,3/15/20,860,1
,Azerbaijan,40.1431,47.5769,3/15/20,23,1
,Bahamas,25.0343,-77.3963,3/15/20,0,0
,Bahrain,26.0275,50.55,3/15/20,214,0
,Bangladesh,23.685,90.3563,3/15/20,5,0
,Barbados,13.1939,-59.5432,3/15/20,0,0
,Belarus,53.7098,27.9534,3/15/20,27,0
,Belgium,50.8333,4.0,3/15/20,886,4
,Benin,9.3077,2.3158,3/15/20,0,0
,Bhutan,27.5142,90.4336,3/15/20,1,0
,Bolivia,-16.2902,-63.5887,3/15/20,10,0
,Bosnia and Herzegovina,43.9159,17.6791,3/15/20,24,0
,Brazil,-14.235,-51.9253,3/15/20,162,0
,Brunei,4.5353,114.7277,3/15/20,50,0
,Bulgaria,42.7339,25.4858,3/15/20,51,2
,Burkina Faso,12.2383,-1.5616,3/15/20,3,0
,Cabo Verde,16.5388,-23.0418,3/15/20,0,0
,Cambodia,11.55,104.9167,3/15/20,7,0
,Cameroon,3.848,11.5021,3/15/20,2,0
Alberta,Canada,53.9333,-116.5765,3/15/20,39,0
British Columbia,Canada,49.2827,-123.1207,3/15/20,73,1
Grand Princess,Canada,37.6489,-122.6655,3/15/20,2,0
Manitoba,Canada,53.7609,-98.8139,3/15/20,4,0
New Brunswick,Canada,46.5653,-66.4619,3/15/20,2,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/15/20,1,0
Nova Scotia,Canada,44.682,-63.7443,3/15/20,0,0
Ontario,Canada,51.2538,-85.3232,3/15/20,104,0
Prince Edward Island,Canada,46.5107,-63.4168,3/15/20,1,0
Quebec,Canada,52.9399,-73.5491,3/15/20,24,0
Saskatchewan,Canada,52.9399,-106.4509,3/15/20,2,0
,Central African Republic,6.6111,20.9394,3/15/20,1,0
,Chad,15.4542,18.7322,3/15/20,0,0
,Chile,-35.6751,-71.543,3/15/20,74,0
Anhui,China,31.8257,117.2264,3/15/20,990,6
Beijing,China,40.1824,116.4142,3/15/20,442,8
Chongqing,China,30.0572,107.874,3/15/20,576,6
Fujian,China,26.0789,117.9874,3/15/20,296,1
Gansu,China,37.8099,101.0583,3/15/20,133,2
Guangdong,China,23.3417,113.4244,3/15/20,1360,8
Guangxi,China,23.8298,108.7881,3/15/20,252,2
Guizhou,China,26.8154,106.8748,3/15/20,146,2
Hainan,China,19.1959,109.7453,3/15/20,168,6
Hebei,China,39.549,116.1306,3/15/20,318,6
Heilongjiang,China,47.862,127.7615,3/15/20,482,13
Henan,China,33.882,113.614,3/15/20,1273,22
Hong Kong,China,22.3,114.2,3/15/20,145,4
Hubei,China,30.9756,112.2707,3/15/20,67794,3085
Hunan,China,27.6104,111.7088,3/15/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/15/20,75,1
Jiangsu,China,32.9711,119.455,3/15/20,631,0
Jiangxi,China,27.614,115.7221,3/15/20,935,1
Jilin,China,43.6661,126.1923,3/15/20,93,1
Liaoning,China,41.2956,122.6085,3/15/20,125,1
Macau,China,22.1667,113.55,3/15/20,10,0
Ningxia,China,37.2692,106.1655,3/15/20,75,0
Qinghai,China,35.7452,95.9956,3/15/20,18,0
Shaanxi,China,35.1917,108.8701,3/15/20,245,2
Shandong,China,36.3427,118.1498,3/15/20,760,7
Shanghai,China,31.202,121.4491,3/15/20,353,3
Shanxi,China,37.5777,112.2922,3/15/20,133,0
Sichuan,China,30.6171,102.7103,3/15/20,539,3
Tianjin,China,39.3054,117.323,3/15/20,136,3
Tibet,China,31.6927,88.0924,3/15/20,1,0
Xinjiang,China,41.1129,85.2401,3/15/20,76,3
Yunnan,China,24.974,101.487,3/15/20,174,2
Zhejiang,China,29.1832,120.0934,3/15/20,1231,1
,Colombia,4.5709,-74.2973,3/15/20,34,0
,Congo (Brazzaville),-4.0383,21.7587,3/15/20,1,0
,Congo (Kinshasa),-4.0383,21.7587,3/15/20,2,0
,Costa Rica,9.7489,-83.7534,3/15/20,27,0
,Cote d'Ivoire,7.54,-5.5471,3/15/20,1,0
,Croatia,45.1,15.2,3/15/20,49,0
,Diamond Princess,0.0,0.0,3/15/20,706,7
,Cuba,22.0,-80.0,3/15/20,4,0
,Cyprus,35.1264,33.4299,3/15/20,26,0
,Czechia,49.8175,15.473,3/15/20,253,0
Faroe Islands,Denmark,61.8926,-6.9118,3/15/20,11,0
Greenland,Denmark,71.7069,-42.6043,3/15/20,0,0
,Denmark,56.2639,9.5018,3/15/20,864,2
,Djibouti,11.8251,42.5903,3/15/20,0,0
,Dominican Republic,18.7357,-70.1627,3/15/20,11,0
,Ecuador,-1.8312,-78.1834,3/15/20,28,2
,Egypt,26.0,30.0,3/15/20,110,2
,El Salvador,13.7942,-88.8965,3/15/20,0,0
,Equatorial Guinea,1.5,10.0,3/15/20,1,0
,Eritrea,15.1794,39.7823,3/15/20,0,0
,Estonia,58.5953,25.0136,3/15/20,171,0
,Eswatini,-26.5225,31.4659,3/15/20,1,0
,Ethiopia,9.145,40.4897,3/15/20,1,0
,Fiji,-17.7134,178.065,3/15/20,0,0
,Finland,64.0,26.0,3/15/20,244,0
French Guiana,France,3.9339,-53.1258,3/15/20,7,0
French Polynesia,France,-17.6797,149.4068,3/15/20,3,0
Guadeloupe,France,16.25,-61.5833,3/15/20,3,0
Mayotte,France,-12.8275,45.1662,3/15/20,1,0
New Caledonia,France,-20.9043,165.618,3/15/20,0,0
Reunion,France,-21.1351,55.2471,3/15/20,7,0
Saint Barthelemy,France,17.9,-62.8333,3/15/20,1,0
St Martin,France,18.0708,-63.0501,3/15/20,2,0
Martinique,France,14.6415,-61.0242,3/15/20,9,0
,France,46.2276,2.2137,3/15/20,4499,91
,Gabon,-0.8037,11.6094,3/15/20,1,0
,Gambia,13.4432,-15.3101,3/15/20,0,0
,Georgia,42.3154,43.3569,3/15/20,33,0
,Germany,51.0,9.0,3/15/20,5795,11
,Ghana,7.9465,-1.0232,3/15/20,6,0
,Greece,39.0742,21.8243,3/15/20,331,4
,Guatemala,15.7835,-90.2308,3/15/20,1,0
,Guinea,9.9456,-9.6966,3/15/20,1,0
,Guyana,5.0,-58.75,3/15/20,4,1
,Haiti,18.9712,-72.2852,3/15/20,0,0
,Holy See,41.9029,12.4534,3/15/20,1,0
,Honduras,15.2,-86.2419,3/15/20,3,0
,Hungary,47.1625,19.5033,3/15/20,32,1
,Iceland,64.9631,-19.0208,3/15/20,171,5
,India,21.0,78.0,3/15/20,113,2
,Indonesia,-0.7893,113.9213,3/15/20,117,5
,Iran,32.0,53.0,3/15/20,13938,724
,Iraq,33.0,44.0,3/15/20,116,10
,Ireland,53.1424,-7.6921,3/15/20,129,2
,Israel,31.0,35.0,3/15/20,213,0
,Italy,43.0,12.0,3/15/20,24747,1809
,Jamaica,18.1096,-77.2975,3/15/20,10,0
,Japan,36.0,138.0,3/15/20,839,22
,Jordan,31.24,36.51,3/15/20,8,0
,Kazakhstan,48.0196,66.9237,3/15/20,9,0
,Kenya,-0.0236,37.9062,3/15/20,3,0
,South Korea,36.0,128.0,3/15/20,8162,75
,Kuwait,29.5,47.75,3/15/20,112,0
,Kyrgyzstan,41.2044,74.7661,3/15/20,0,0
,Latvia,56.8796,24.6032,3/15/20,30,0
,Lebanon,33.8547,35.8623,3/15/20,110,3
,Liberia,6.4281,-9.4295,3/15/20,0,0
,Liechtenstein,47.14,9.55,3/15/20,4,0
,Lithuania,55.1694,23.8813,3/15/20,12,0
,Luxembourg,49.8153,6.1296,3/15/20,59,1
,Madagascar,-18.7669,46.8691,3/15/20,0,0
,Malaysia,2.5,112.5,3/15/20,428,0
,Maldives,3.2028,73.2207,3/15/20,13,0
,Malta,35.9375,14.3754,3/15/20,21,0
,Mauritania,21.0079,10.9408,3/15/20,1,0
,Mauritius,-20.2,57.5,3/15/20,0,0
,Mexico,23.6345,-102.5528,3/15/20,41,0
,Moldova,47.4116,28.3699,3/15/20,23,0
,Monaco,43.7333,7.4167,3/15/20,2,0
,Mongolia,46.8625,103.8467,3/15/20,1,0
,Montenegro,42.5,19.3,3/15/20,0,0
,Morocco,31.7917,-7.0926,3/15/20,28,1
,Namibia,-22.9576,18.4904,3/15/20,2,0
,Nepal,28.1667,84.25,3/15/20,1,0
Aruba,Netherlands,12.5186,-70.0358,3/15/20,2,0
Curacao,Netherlands,12.1696,-68.99,3/15/20,1,0
Sint Maarten,Netherlands,18.0425,-63.0548,3/15/20,0,0
,Netherlands,52.1326,5.2913,3/15/20,1135,20
,New Zealand,-40.9006,174.886,3/15/20,8,0
,Nicaragua,12.8654,-85.2072,3/15/20,0,0
,Niger,17.6078,8.0817,3/15/20,0,0
,Nigeria,9.082,8.6753,3/15/20,2,0
,North Macedonia,41.6086,21.7453,3/15/20,14,0
,Norway,60.472,8.4689,3/15/20,1221,3
,Oman,21.0,57.0,3/15/20,22,0
,Pakistan,30.3753,69.3451,3/15/20,53,0
,Panama,8.538,-80.7821,3/15/20,43,1
,Papua New Guinea,-6.315,143.9555,3/15/20,0,0
,Paraguay,-23.4425,-58.4438,3/15/20,6,0
,Peru,-9.19,-75.0152,3/15/20,43,0
,Philippines,13.0,122.0,3/15/20,140,11
,Poland,51.9194,19.1451,3/15/20,119,3
,Portugal,39.3999,-8.2245,3/15/20,245,0
,Qatar,25.3548,51.1839,3/15/20,401,0
,Romania,45.9432,24.9668,3/15/20,131,0
,Russia,60.0,90.0,3/15/20,63,0
,Rwanda,-1.9403,29.8739,3/15/20,1,0
,Saint Lucia,13.9094,-60.9789,3/15/20,2,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/15/20,1,0
,San Marino,43.9424,12.4578,3/15/20,101,5
,Saudi Arabia,24.0,45.0,3/15/20,103,0
,Senegal,14.4974,-14.4524,3/15/20,24,0
,Serbia,44.0165,21.0059,3/15/20,48,0
,Seychelles,-4.6796,55.492,3/15/20,2,0
,Singapore,1.2833,103.8333,3/15/20,226,0
,Slovakia,48.669,19.699,3/15/20,54,0
,Slovenia,46.1512,14.9955,3/15/20,219,1
,Somalia,5.1521,46.1996,3/15/20,0,0
,South Africa,-30.5595,22.9375,3/15/20,51,0
,Spain,40.0,-4.0,3/15/20,7798,289
,Sri Lanka,7.0,81.0,3/15/20,18,0
,Sudan,12.8628,30.2176,3/15/20,1,1
,Suriname,3.9193,-56.0278,3/15/20,1,0
,Sweden,63.0,16.0,3/15/20,1022,3
,Switzerland,46.8182,8.2275,3/15/20,2200,14
